Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_17_100,VGND,li1,57.2700,59.5480,0.000138
TAP_TAPCELL_ROW_17_99,VGND,li1,31.5100,59.5480,0.000076
TAP_TAPCELL_ROW_16_98,VGND,li1,70.1500,54.6910,0.000173
TAP_TAPCELL_ROW_16_97,VGND,li1,44.3900,54.6910,0.000122
TAP_TAPCELL_ROW_16_96,VGND,li1,18.6300,54.6910,0.000047
TAP_TAPCELL_ROW_15_95,VGND,li1,57.2700,54.1080,0.000151
TAP_TAPCELL_ROW_15_94,VGND,li1,31.5100,54.1080,0.000085
TAP_TAPCELL_ROW_14_93,VGND,li1,70.1500,49.2510,0.000303
TAP_TAPCELL_ROW_14_92,VGND,li1,44.3900,49.2510,0.000277
TAP_TAPCELL_ROW_14_91,VGND,li1,18.6300,49.2510,0.000112
TAP_TAPCELL_ROW_13_90,VGND,li1,57.2700,48.6680,0.000296
TAP_TAPCELL_ROW_13_89,VGND,li1,31.5100,48.6680,0.000213
TAP_TAPCELL_ROW_12_88,VGND,li1,70.1500,43.8110,0.000370
TAP_TAPCELL_ROW_12_87,VGND,li1,44.3900,43.8110,0.000321
TAP_TAPCELL_ROW_12_86,VGND,li1,18.6300,43.8110,0.000133
TAP_TAPCELL_ROW_11_85,VGND,li1,57.2700,43.2280,0.000368
TAP_TAPCELL_ROW_11_84,VGND,li1,31.5100,43.2280,0.000254
TAP_TAPCELL_ROW_10_83,VGND,li1,70.1500,38.3710,0.000257
TAP_TAPCELL_ROW_10_82,VGND,li1,44.3900,38.3710,0.000203
TAP_TAPCELL_ROW_10_81,VGND,li1,18.6300,38.3710,0.000077
TAP_TAPCELL_ROW_9_80,VGND,li1,57.2700,37.7880,0.000246
TAP_TAPCELL_ROW_9_79,VGND,li1,31.5100,37.7880,0.000150
TAP_TAPCELL_ROW_8_78,VGND,li1,70.1500,32.9310,0.000156
TAP_TAPCELL_ROW_8_77,VGND,li1,44.3900,32.9310,0.000122
TAP_TAPCELL_ROW_8_76,VGND,li1,18.6300,32.9310,0.000052
TAP_TAPCELL_ROW_7_75,VGND,li1,57.2700,32.3480,0.000138
TAP_TAPCELL_ROW_7_74,VGND,li1,31.5100,32.3480,0.000097
TAP_TAPCELL_ROW_6_73,VGND,li1,70.1500,27.4910,0.000261
TAP_TAPCELL_ROW_6_72,VGND,li1,44.3900,27.4910,0.000212
TAP_TAPCELL_ROW_6_71,VGND,li1,18.6300,27.4910,0.000084
TAP_TAPCELL_ROW_5_70,VGND,li1,57.2700,26.9080,0.000244
TAP_TAPCELL_ROW_5_69,VGND,li1,31.5100,26.9080,0.000160
TAP_TAPCELL_ROW_4_68,VGND,li1,70.1500,22.0510,0.000128
TAP_TAPCELL_ROW_4_67,VGND,li1,44.3900,22.0510,0.000091
TAP_TAPCELL_ROW_4_66,VGND,li1,18.6300,22.0510,0.000047
TAP_TAPCELL_ROW_3_65,VGND,li1,57.2700,21.4680,0.000112
TAP_TAPCELL_ROW_3_64,VGND,li1,31.5100,21.4680,0.000073
TAP_TAPCELL_ROW_2_63,VGND,li1,70.1500,16.6110,0.000193
TAP_TAPCELL_ROW_2_62,VGND,li1,44.3900,16.6110,0.000134
TAP_TAPCELL_ROW_2_61,VGND,li1,18.6300,16.6110,0.000058
TAP_TAPCELL_ROW_1_60,VGND,li1,57.2700,16.0280,0.000175
TAP_TAPCELL_ROW_1_59,VGND,li1,31.5100,16.0280,0.000097
TAP_TAPCELL_ROW_0_58,VGND,li1,70.1500,11.1710,0.000121
TAP_TAPCELL_ROW_0_57,VGND,li1,57.2700,11.1710,0.000104
TAP_TAPCELL_ROW_0_56,VGND,li1,44.3900,11.1710,0.000076
TAP_TAPCELL_ROW_0_55,VGND,li1,31.5100,11.1710,0.000051
TAP_TAPCELL_ROW_0_54,VGND,li1,18.6300,11.1710,0.000026
PHY_EDGE_ROW_26_Left_53,VGND,li1,6.2100,81.6000,0.000001
PHY_EDGE_ROW_25_Left_52,VGND,li1,6.2100,81.6000,0.000001
PHY_EDGE_ROW_24_Left_51,VGND,li1,6.2100,76.1600,0.000002
PHY_EDGE_ROW_23_Left_50,VGND,li1,6.2100,76.1600,0.000002
PHY_EDGE_ROW_22_Left_49,VGND,li1,6.2100,70.7200,0.000009
PHY_EDGE_ROW_21_Left_48,VGND,li1,6.2100,70.7200,0.000009
PHY_EDGE_ROW_20_Left_47,VGND,li1,6.2100,65.2800,0.000053
PHY_EDGE_ROW_19_Left_46,VGND,li1,6.2100,65.2800,0.000053
PHY_EDGE_ROW_18_Left_45,VGND,li1,6.2100,59.8400,0.000040
PHY_EDGE_ROW_17_Left_44,VGND,li1,6.2100,59.8400,0.000040
PHY_EDGE_ROW_16_Left_43,VGND,li1,6.2100,54.4000,0.000037
PHY_EDGE_ROW_15_Left_42,VGND,li1,6.2100,54.4000,0.000037
PHY_EDGE_ROW_14_Left_41,VGND,li1,6.2100,48.9600,0.000092
PHY_EDGE_ROW_13_Left_40,VGND,li1,6.2100,48.9600,0.000092
PHY_EDGE_ROW_12_Left_39,VGND,li1,6.2100,43.5200,0.000101
PHY_EDGE_ROW_11_Left_38,VGND,li1,6.2100,43.5200,0.000101
PHY_EDGE_ROW_10_Left_37,VGND,li1,6.2100,38.0800,0.000063
PHY_EDGE_ROW_9_Left_36,VGND,li1,6.2100,38.0800,0.000063
PHY_EDGE_ROW_8_Left_35,VGND,li1,6.2100,32.6400,0.000042
PHY_EDGE_ROW_7_Left_34,VGND,li1,6.2100,32.6400,0.000042
PHY_EDGE_ROW_6_Left_33,VGND,li1,6.2100,27.2000,0.000066
PHY_EDGE_ROW_5_Left_32,VGND,li1,6.2100,27.2000,0.000066
PHY_EDGE_ROW_4_Left_31,VGND,li1,6.2100,21.7600,0.000042
PHY_EDGE_ROW_3_Left_30,VGND,li1,6.2100,21.7600,0.000042
PHY_EDGE_ROW_2_Left_29,VGND,li1,6.2100,16.3200,0.000052
PHY_EDGE_ROW_1_Left_28,VGND,li1,6.2100,16.3200,0.000052
PHY_EDGE_ROW_0_Left_27,VGND,li1,6.2100,10.8800,0.000021
PHY_EDGE_ROW_26_Right_26,VGND,li1,79.3500,81.6000,0.000003
PHY_EDGE_ROW_25_Right_25,VGND,li1,79.3500,81.6000,0.000003
PHY_EDGE_ROW_24_Right_24,VGND,li1,79.3500,76.1600,0.000010
PHY_EDGE_ROW_23_Right_23,VGND,li1,79.3500,76.1600,0.000010
PHY_EDGE_ROW_22_Right_22,VGND,li1,79.3500,70.7200,0.000023
PHY_EDGE_ROW_21_Right_21,VGND,li1,79.3500,70.7200,0.000023
PHY_EDGE_ROW_20_Right_20,VGND,li1,79.3500,65.2800,0.000220
PHY_EDGE_ROW_19_Right_19,VGND,li1,79.3500,65.2800,0.000220
PHY_EDGE_ROW_18_Right_18,VGND,li1,79.3500,59.8400,0.000164
PHY_EDGE_ROW_17_Right_17,VGND,li1,79.3500,59.8400,0.000164
PHY_EDGE_ROW_16_Right_16,VGND,li1,79.3500,54.4000,0.000179
PHY_EDGE_ROW_15_Right_15,VGND,li1,79.3500,54.4000,0.000179
PHY_EDGE_ROW_14_Right_14,VGND,li1,79.3500,48.9600,0.000305
PHY_EDGE_ROW_13_Right_13,VGND,li1,79.3500,48.9600,0.000305
PHY_EDGE_ROW_12_Right_12,VGND,li1,79.3500,43.5200,0.000371
PHY_EDGE_ROW_11_Right_11,VGND,li1,79.3500,43.5200,0.000371
PHY_EDGE_ROW_10_Right_10,VGND,li1,79.3500,38.0800,0.000259
PHY_EDGE_ROW_9_Right_9,VGND,li1,79.3500,38.0800,0.000259
PHY_EDGE_ROW_8_Right_8,VGND,li1,79.3500,32.6400,0.000163
PHY_EDGE_ROW_7_Right_7,VGND,li1,79.3500,32.6400,0.000163
PHY_EDGE_ROW_6_Right_6,VGND,li1,79.3500,27.2000,0.000267
PHY_EDGE_ROW_5_Right_5,VGND,li1,79.3500,27.2000,0.000267
PHY_EDGE_ROW_4_Right_4,VGND,li1,79.3500,21.7600,0.000135
PHY_EDGE_ROW_3_Right_3,VGND,li1,79.3500,21.7600,0.000135
PHY_EDGE_ROW_2_Right_2,VGND,li1,79.3500,16.3200,0.000194
PHY_EDGE_ROW_1_Right_1,VGND,li1,79.3500,16.3200,0.000194
PHY_EDGE_ROW_0_Right_0,VGND,li1,79.3500,10.8800,0.000122
_378_,VGND,li1,76.5900,16.3200,0.000194
_377_,VGND,li1,74.9800,81.6000,0.000003
_376_,VGND,li1,76.8200,81.6000,0.000003
_375_,VGND,li1,74.0600,54.4000,0.000178
_374_,VGND,li1,74.0600,43.5200,0.000371
_373_,VGND,li1,33.5800,21.7600,0.000078
_372_,VGND,li1,74.0600,21.7600,0.000134
_371_,VGND,li1,51.0600,54.4000,0.000138
_370_,VGND,li1,49.4500,48.9600,0.000288
_369_,VGND,li1,48.5300,43.5200,0.000339
_368_,VGND,li1,26.4500,43.5200,0.000202
_367_,VGND,li1,39.3300,27.2000,0.000199
_366_,VGND,li1,33.1200,32.6400,0.000103
_365_,VGND,li1,46.6900,38.0800,0.000221
_364_,VGND,li1,23.4600,38.0800,0.000111
_363_,VGND,li1,21.3900,48.9600,0.000137
_362_,VGND,li1,11.5000,59.8400,0.000040
_361_,VGND,li1,23.6900,32.6400,0.000075
_360_,VGND,li1,24.3800,16.3200,0.000082
_359_,VGND,li1,12.4200,16.3200,0.000052
_358_,VGND,li1,25.9900,27.2000,0.000132
_357_,VGND,li1,12.6500,21.7600,0.000042
_356_,VGND,li1,74.0600,32.6400,0.000163
_355_,VGND,li1,73.8300,27.2000,0.000267
_354_,VGND,li1,74.0600,59.8400,0.000164
_353_,VGND,li1,72.6800,65.2800,0.000219
_352_,VGND,li1,62.1000,59.8400,0.000151
_351_,VGND,li1,62.5600,65.2800,0.000207
_350_,VGND,li1,30.1300,48.9600,0.000213
_349_,VGND,li1,55.4300,38.0800,0.000244
_348_,VGND,li1,64.1700,10.8800,0.000121
_347_,VGND,li1,62.7900,16.3200,0.000190
_346_,VGND,li1,49.9100,27.2000,0.000237
_345_,VGND,li1,70.8400,48.9600,0.000304
_344_,VGND,li1,75.9000,48.9600,0.000305
_343_,VGND,li1,65.7800,48.9600,0.000301
_342_,VGND,li1,72.2200,38.0800,0.000258
_341_,VGND,li1,68.0800,43.5200,0.000370
_340_,VGND,li1,71.3000,43.5200,0.000370
_339_,VGND,li1,29.2100,21.7600,0.000069
_338_,VGND,li1,71.9900,16.3200,0.000194
_337_,VGND,li1,46.6900,59.8400,0.000112
_336_,VGND,li1,42.5500,54.4000,0.000117
_335_,VGND,li1,43.0100,48.9600,0.000277
_334_,VGND,li1,43.0100,43.5200,0.000312
_333_,VGND,li1,40.7100,48.9600,0.000267
_332_,VGND,li1,40.7100,54.4000,0.000112
_331_,VGND,li1,42.5500,43.5200,0.000312
_330_,VGND,li1,40.7100,43.5200,0.000296
_329_,VGND,li1,37.0300,43.5200,0.000286
_328_,VGND,li1,37.0300,48.9600,0.000244
_327_,VGND,li1,25.0700,43.5200,0.000202
_326_,VGND,li1,33.3500,43.5200,0.000267
_325_,VGND,li1,32.6600,38.0800,0.000150
_324_,VGND,li1,36.5700,43.5200,0.000276
_323_,VGND,li1,37.4900,32.6400,0.000109
_322_,VGND,li1,34.2700,32.6400,0.000103
_321_,VGND,li1,25.9900,32.6400,0.000082
_320_,VGND,li1,32.4300,38.0800,0.000150
_319_,VGND,li1,34.2700,38.0800,0.000163
_318_,VGND,li1,38.6400,32.6400,0.000113
_317_,VGND,li1,42.5500,32.6400,0.000119
_316_,VGND,li1,39.7900,38.0800,0.000190
_315_,VGND,li1,18.1700,43.5200,0.000133
_314_,VGND,li1,16.3300,43.5200,0.000101
_313_,VGND,li1,20.0100,43.5200,0.000153
_312_,VGND,li1,17.4800,54.4000,0.000047
_311_,VGND,li1,20.0100,48.9600,0.000137
_310_,VGND,li1,17.2500,48.9600,0.000112
_309_,VGND,li1,14.7200,54.4000,0.000037
_308_,VGND,li1,20.4700,54.4000,0.000056
_307_,VGND,li1,15.6400,54.4000,0.000037
_306_,VGND,li1,12.8800,54.4000,0.000037
_305_,VGND,li1,13.3400,32.6400,0.000042
_304_,VGND,li1,9.8900,32.6400,0.000042
_303_,VGND,li1,16.1000,27.2000,0.000066
_302_,VGND,li1,9.6600,38.0800,0.000063
_301_,VGND,li1,9.2000,48.9600,0.000092
_300_,VGND,li1,12.6500,48.9600,0.000092
_299_,VGND,li1,10.5800,38.0800,0.000063
_298_,VGND,li1,10.5800,43.5200,0.000101
_297_,VGND,li1,8.9700,48.9600,0.000092
_296_,VGND,li1,13.1100,38.0800,0.000063
_295_,VGND,li1,69.6900,38.0800,0.000256
_294_,VGND,li1,65.3200,38.0800,0.000253
_293_,VGND,li1,71.9900,32.6400,0.000161
_292_,VGND,li1,71.9900,21.7600,0.000132
_291_,VGND,li1,71.5300,27.2000,0.000264
_290_,VGND,li1,66.7000,27.2000,0.000257
_289_,VGND,li1,72.2200,54.4000,0.000176
_288_,VGND,li1,72.2200,48.9600,0.000304
_287_,VGND,li1,66.2400,54.4000,0.000166
_286_,VGND,li1,68.0800,59.8400,0.000158
_285_,VGND,li1,65.0900,43.5200,0.000369
_284_,VGND,li1,71.5300,38.0800,0.000257
_283_,VGND,li1,59.3400,54.4000,0.000155
_282_,VGND,li1,55.8900,48.9600,0.000294
_281_,VGND,li1,59.3400,48.9600,0.000298
_280_,VGND,li1,62.1000,48.9600,0.000299
_279_,VGND,li1,25.0700,54.4000,0.000070
_278_,VGND,li1,34.7300,54.4000,0.000093
_277_,VGND,li1,35.8800,59.8400,0.000086
_276_,VGND,li1,42.3200,70.7200,0.000018
_275_,VGND,li1,23.6900,65.2800,0.000090
_274_,VGND,li1,25.9900,70.7200,0.000015
_273_,VGND,li1,13.8000,65.2800,0.000053
_272_,VGND,li1,43.4700,65.2800,0.000160
_271_,VGND,li1,39.1000,65.2800,0.000146
_270_,VGND,li1,33.8100,70.7200,0.000017
_269_,VGND,li1,21.1600,65.2800,0.000075
_268_,VGND,li1,27.3700,59.8400,0.000068
_267_,VGND,li1,31.5100,59.8400,0.000076
_266_,VGND,li1,33.5800,70.7200,0.000017
_265_,VGND,li1,30.1300,81.6000,0.000003
_264_,VGND,li1,37.0300,65.2800,0.000139
_263_,VGND,li1,43.7000,76.1600,0.000006
_262_,VGND,li1,34.2700,76.1600,0.000005
_261_,VGND,li1,34.7300,59.8400,0.000086
_260_,VGND,li1,10.8100,70.7200,0.000009
_259_,VGND,li1,25.9900,81.6000,0.000002
_258_,VGND,li1,28.0600,81.6000,0.000002
_257_,VGND,li1,32.4300,81.6000,0.000003
_256_,VGND,li1,11.0400,76.1600,0.000002
_255_,VGND,li1,10.5800,76.1600,0.000002
_254_,VGND,li1,51.7500,70.7200,0.000020
_253_,VGND,li1,26.6800,54.4000,0.000070
_252_,VGND,li1,26.9100,59.8400,0.000062
_251_,VGND,li1,16.5600,65.2800,0.000052
_250_,VGND,li1,15.1800,65.2800,0.000052
_249_,VGND,li1,15.6400,70.7200,0.000009
_248_,VGND,li1,15.6400,70.7200,0.000009
_247_,VGND,li1,52.9000,59.8400,0.000129
_246_,VGND,li1,52.9000,65.2800,0.000182
_245_,VGND,li1,51.9800,65.2800,0.000182
_244_,VGND,li1,27.8300,65.2800,0.000106
_243_,VGND,li1,24.3800,65.2800,0.000090
_242_,VGND,li1,8.7400,70.7200,0.000009
_241_,VGND,li1,50.8300,76.1600,0.000007
_240_,VGND,li1,20.4700,70.7200,0.000011
_239_,VGND,li1,17.4800,59.8400,0.000041
_238_,VGND,li1,37.2600,76.1600,0.000005
_237_,VGND,li1,33.3500,76.1600,0.000005
_236_,VGND,li1,37.7200,81.6000,0.000003
_235_,VGND,li1,28.9800,70.7200,0.000016
_234_,VGND,li1,25.7600,70.7200,0.000015
_233_,VGND,li1,22.0800,81.6000,0.000002
_232_,VGND,li1,17.9400,81.6000,0.000001
_231_,VGND,li1,29.6700,76.1600,0.000004
_230_,VGND,li1,18.6300,76.1600,0.000002
_229_,VGND,li1,42.0900,65.2800,0.000154
_228_,VGND,li1,53.8200,65.2800,0.000186
_227_,VGND,li1,56.8100,65.2800,0.000191
_226_,VGND,li1,54.7400,76.1600,0.000007
_225_,VGND,li1,41.6300,81.6000,0.000003
_224_,VGND,li1,48.0700,76.1600,0.000006
_223_,VGND,li1,43.9300,81.6000,0.000003
_222_,VGND,li1,46.9200,65.2800,0.000169
_221_,VGND,li1,49.2200,65.2800,0.000175
_220_,VGND,li1,48.0700,81.6000,0.000003
_219_,VGND,li1,55.4300,65.2800,0.000186
_218_,VGND,li1,52.9000,76.1600,0.000007
_217_,VGND,li1,51.7500,81.6000,0.000003
_216_,VGND,li1,39.7900,81.6000,0.000003
_215_,VGND,li1,20.0100,76.1600,0.000002
_214_,VGND,li1,61.8700,43.5200,0.000369
_213_,VGND,li1,61.6400,43.5200,0.000369
_212_,VGND,li1,61.1800,32.6400,0.000146
_211_,VGND,li1,64.8600,32.6400,0.000151
_210_,VGND,li1,58.8800,21.7600,0.000112
_209_,VGND,li1,62.1000,27.2000,0.000252
_208_,VGND,li1,62.1000,38.0800,0.000250
_207_,VGND,li1,61.4100,32.6400,0.000146
_206_,VGND,li1,62.3300,38.0800,0.000250
_205_,VGND,li1,60.2600,27.2000,0.000250
_204_,VGND,li1,59.1100,21.7600,0.000114
_203_,VGND,li1,66.9300,21.7600,0.000125
_202_,VGND,li1,51.2900,32.6400,0.000132
_201_,VGND,li1,55.4300,32.6400,0.000135
_200_,VGND,li1,51.7500,32.6400,0.000132
_199_,VGND,li1,53.8200,32.6400,0.000135
_198_,VGND,li1,59.5700,32.6400,0.000141
_197_,VGND,li1,52.9000,27.2000,0.000241
_196_,VGND,li1,53.8200,21.7600,0.000104
_195_,VGND,li1,55.4300,38.0800,0.000244
_194_,VGND,li1,54.7400,21.7600,0.000108
_193_,VGND,li1,63.7100,21.7600,0.000120
_192_,VGND,li1,55.6600,43.5200,0.000368
_191_,VGND,li1,22.3100,16.3200,0.000074
_190_,VGND,li1,13.1100,16.3200,0.000052
_189_,VGND,li1,18.4000,16.3200,0.000058
_188_,VGND,li1,21.6200,27.2000,0.000104
_187_,VGND,li1,20.0100,27.2000,0.000084
_186_,VGND,li1,11.5000,27.2000,0.000066
_185_,VGND,li1,11.9600,21.7600,0.000042
_184_,VGND,li1,8.5100,27.2000,0.000066
_183_,VGND,li1,25.7600,16.3200,0.000082
_182_,VGND,li1,8.2800,27.2000,0.000066
_181_,VGND,li1,14.2600,21.7600,0.000038
_180_,VGND,li1,24.3800,21.7600,0.000059
_179_,VGND,li1,15.8700,16.3200,0.000048
_178_,VGND,li1,21.3900,32.6400,0.000060
_177_,VGND,li1,16.3300,21.7600,0.000042
_176_,VGND,li1,35.6500,54.4000,0.000099
_175_,VGND,li1,10.3500,27.2000,0.000066
_174_,VGND,li1,43.9300,70.7200,0.000019
_173_,VGND,li1,31.5100,65.2800,0.000116
_172_,VGND,li1,30.1300,48.9600,0.000213
_171_,VGND,li1,36.1100,48.9600,0.000244
_170_,VGND,li1,12.6500,81.6000,0.000001
_169_,VGND,li1,10.3500,43.5200,0.000101
